,pol_number,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt
7150,18033264,M,720.0,C,148.5,3,STNWG,1.32,0,0.0,65
7151,76740648,F,650.0,C,145.5,4,SEDAN,0.902,0,0.0,58
7153,29545651,F,728.0,E,34.5,4,UTE,1.298,0,0.0,55
7154,72769062,F,666.0,A,70.8,2,HBACK,1.309,0,0.0,29
7155,11341387,F,833.0,B,108.5,2,HBACK,1.727,0,0.0,62
7156,32898808,M,624.0,B,100.8,3,STNWG,2.508,1,432.4924531,51
7157,76426052,F,815.0,A,83.1,2,SEDAN,2.068,0,0.0,54
7159,91272743,M,659.0,E,15.0,4,HBACK,0.396,0,0.0,50
7160,64531257,F,789.0,F,96.0,2,SEDAN,2.024,0,0.0,55
7161,18892090,M,519.0,D,113.3,2,UTE,3.564,1,6741.213919,36
7162,80013947,F,573.0,C,78.0,4,TRUCK,1.342,0,0.0,39
7163,47539756,F,697.0,C,133.5,3,STNWG,3.916,0,0.0,47
7164,23540174,F,830.0,C,120.0,4,HBACK,0.341,0,0.0,74
7165,92201702,F,781.0,C,81.0,1,HBACK,1.573,0,0.0,47
7166,64276082,F,524.0,A,74.8,3,HBACK,0.946,0,0.0,63
7167,84378739,M,623.0,D,108.1,2,UTE,2.497,0,0.0,46
7168,40508710,F,823.0,B,100.1,3,HBACK,0.902,0,0.0,58
7169,62927453,F,836.0,A,35.2,4,STNWG,2.112,0,0.0,54
7170,68584795,F,500.0,C,111.0,2,HBACK,2.002,1,322.3720962,32
7171,12442443,F,615.0,D,90.4,3,SEDAN,1.606,0,0.0,49
7172,61575720,F,832.0,B,112.3,1,STNWG,2.178,0,0.0,89
7174,18494026,F,670.0,F,82.0,3,STNWG,3.586,0,0.0,40
7175,90814953,F,719.0,E,22.5,4,SEDAN,0.473,0,0.0,60
7176,21943410,F,674.0,C,135.0,2,HBACK,2.101,0,0.0,36
7177,15530605,F,681.0,E,19.5,4,HBACK,0.594,0,0.0,42
7178,49949420,F,661.0,C,123.0,3,HBACK,0.759,0,0.0,42
7179,86837526,M,797.0,A,45.8,2,STNWG,1.947,0,0.0,41
7180,37358029,F,785.0,C,114.0,1,STNWG,3.146,0,0.0,45
7181,10935540,F,816.0,C,142.5,2,HBACK,1.155,0,0.0,53
7182,48329680,M,712.0,B,146.2,4,STNWG,1.562,0,0.0,44
7183,97657857,F,829.0,E,57.0,1,STNWG,3.487,0,0.0,53
7184,51256944,F,818.0,D,111.6,3,STNWG,3.102,0,0.0,64
7185,30012405,M,651.0,C,100.5,4,UTE,1.287,1,317.9209614,58
7186,31304356,F,657.0,D,88.8,1,STNWG,3.5739,0,0.0,51
7188,94892398,F,614.0,C,106.5,1,HBACK,2.013,0,0.0,32
7189,97120180,F,613.0,B,119.1,3,HBACK,0.88,0,0.0,47
7190,41849711,M,787.0,C,121.5,4,HBACK,0.66,0,0.0,62
7191,19196861,M,671.0,C,115.5,4,STNWG,1.969,0,0.0,34
7192,36672620,M,838.0,A,116.4,1,SEDAN,4.587,0,0.0,63
7193,60060641,F,397.0,D,113.8,4,MIBUS,1.815,1,11736.34886,37
7194,74404671,M,688.0,C,148.5,4,STNWG,1.518,0,0.0,76
7195,37133785,F,833.0,E,25.5,4,STNWG,2.09,0,0.0,70
7196,12866985,M,814.0,E,13.5,4,STNWG,1.342,0,0.0,33
7197,79659850,M,819.0,D,55.5,4,STNWG,1.287,0,0.0,31
7198,55423174,F,609.0,C,129.0,1,HBACK,1.529,0,0.0,34
7200,21237196,M,426.0,A,60.8,2,HBACK,1.782,0,0.0,60
7201,30860242,M,329.0,A,72.4,2,STNWG,3.19,1,8966.747927,51
7203,89854380,M,677.0,A,93.4,4,HDTOP,1.166,0,0.0,84
7204,19980624,F,842.0,D,101.5,2,STNWG,3.652,0,0.0,66
7205,18937641,M,670.0,A,70.2,3,PANVN,2.101,0,0.0,32
7206,38484613,F,576.0,C,93.0,3,SEDAN,1.254,0,0.0,31
7208,41372923,F,749.0,C,135.0,4,TRUCK,1.155,0,0.0,60
7209,29633239,F,581.0,C,75.0,3,STNWG,3.047,0,0.0,54
7210,35983806,F,546.0,C,130.5,4,STNWG,2.123,1,233.9316732,35
7211,79530706,F,553.0,B,85.3,4,HBACK,1.001,0,0.0,29
7212,19176257,F,794.0,A,71.4,3,HBACK,1.408,0,0.0,37
7213,17065829,M,307.0,D,84.0,4,STNWG,1.276,2,1724.283547,47
7214,18617800,F,537.0,A,108.7,4,SEDAN,0.781,0,0.0,25
7215,79141183,F,775.0,B,99.9,4,SEDAN,0.341,0,0.0,35
7216,35322736,F,769.0,C,142.5,3,HBACK,0.748,0,0.0,54
7217,85792651,F,703.0,E,30.0,4,HBACK,0.242,0,0.0,71
7218,53815818,M,841.0,A,88.3,2,HBACK,1.98,0,0.0,52
7219,21540629,F,675.0,B,141.7,3,HBACK,1.056,0,0.0,49
7220,15260855,M,837.0,B,102.3,4,HBACK,0.902,0,0.0,54
7222,90732947,F,822.0,C,115.5,3,SEDAN,1.056,0,0.0,44
7223,18696531,F,662.0,C,129.0,2,HBACK,1.111,0,0.0,22
7224,75690601,M,819.0,A,30.8,2,SEDAN,1.562,0,0.0,55
7225,40388179,M,612.0,D,120.3,4,STNWG,1.804,1,445.2476506,56
7226,72121235,M,670.0,A,96.2,4,HBACK,0.528,0,0.0,47
7227,59695304,M,646.0,C,148.5,2,HBACK,1.43,0,0.0,49
7229,72392958,F,757.0,C,114.0,1,SEDAN,2.365,0,0.0,69
7230,89406599,M,637.0,F,100.0,3,HDTOP,2.222,0,0.0,68
7231,96138248,F,460.0,F,144.0,2,SEDAN,1.925,1,3406.797509,39
7233,80864492,M,535.0,B,113.3,2,HBACK,1.782,2,1987.642708,30
7234,70593024,M,522.0,A,87.3,4,STNWG,1.804,0,0.0,38
7235,22634048,F,570.0,A,26.5,1,HBACK,1.7039,0,0.0,31
7236,85246394,M,691.0,E,97.5,1,STNWG,6.1963,0,0.0,54
7237,99857160,M,837.0,C,150.0,4,HBACK,0.495,0,0.0,56
7238,29966514,M,459.0,A,97.5,3,UTE,2.145,0,0.0,40
7239,47198800,M,770.0,C,150.0,1,HBACK,1.826,0,0.0,69
7240,46140968,F,740.0,D,84.5,1,SEDAN,2.134,0,0.0,65
7241,63360950,F,845.0,A,84.4,2,SEDAN,2.035,0,0.0,79
7242,76386093,F,652.0,C,105.0,2,STNWG,4.048,0,0.0,41
7243,55010622,M,684.0,C,141.0,2,HBACK,1.463,1,322.1588425,25
7244,87670971,F,537.0,A,45.0,2,SEDAN,1.804,0,0.0,70
7245,71286209,F,549.0,A,77.0,2,HBACK,2.024,1,1161.040139,33
7246,14916558,M,620.0,A,88.1,3,COUPE,1.463,0,0.0,36
7247,86373384,F,811.0,C,132.0,4,SEDAN,0.902,0,0.0,46
7249,37495324,M,605.0,E,51.0,1,SEDAN,2.794,1,9011.464534,66
7250,41280091,F,652.0,C,138.0,3,HBACK,0.935,0,0.0,34
7251,30063950,F,532.0,C,150.0,3,HBACK,1.331,0,0.0,41
7253,44125053,F,646.0,E,28.5,2,HBACK,1.331,0,0.0,42
7254,91025245,F,743.0,A,82.2,4,SEDAN,0.781,0,0.0,58
7255,84089471,F,808.0,A,81.0,4,SEDAN,0.671,0,0.0,70
7256,51994427,F,608.0,C,139.5,2,HBACK,1.606,0,0.0,42
7257,63727832,F,626.0,C,127.5,2,HBACK,1.826,0,0.0,51
7259,58667357,F,844.0,B,123.1,1,SEDAN,2.211,0,0.0,69
7260,31614710,M,632.0,B,120.9,3,SEDAN,1.166,1,226.7528672,56
7261,34514224,M,557.0,C,108.0,4,UTE,1.639,1,380.9603115,23
7262,11479163,F,475.0,A,85.5,3,HBACK,0.869,0,0.0,36
7263,27208746,M,638.0,B,83.4,3,SEDAN,1.298,1,671.9176427,23
7264,25806283,M,705.0,A,60.2,2,SEDAN,1.606,0,0.0,45
7265,19341359,M,648.0,B,141.6,1,STNWG,3.5739,0,0.0,42
7266,86636464,F,706.0,A,87.0,3,SEDAN,1.155,0,0.0,57
7267,80062299,F,735.0,A,103.4,2,STNWG,2.31,0,0.0,59
7269,32912978,M,370.0,E,54.0,4,UTE,0.902,1,1135.075854,28
7270,56327304,F,686.0,E,70.5,1,UTE,4.235,0,0.0,34
7271,59871286,F,638.0,C,144.0,2,HBACK,1.023,0,0.0,47
7273,95333872,M,587.0,B,123.8,4,MCARA,1.254,0,0.0,30
7274,88338235,F,651.0,F,138.0,3,SEDAN,1.342,0,0.0,49
7275,77205345,F,618.0,A,99.5,3,SEDAN,1.397,0,0.0,53
7276,85895386,F,393.0,A,64.1,4,HBACK,0.451,3,1423.625079,46
7277,22934449,M,756.0,D,85.6,4,TRUCK,1.529,0,0.0,47
7278,68854932,M,798.0,A,107.0,1,TRUCK,1.705,0,0.0,68
7280,75620569,M,561.0,E,58.5,4,SEDAN,0.33,0,0.0,69
7281,11168112,F,735.0,D,112.6,2,UTE,3.465,0,0.0,23
7282,27242962,F,679.0,B,131.3,1,STNWG,3.168,0,0.0,55
7283,95773086,M,361.0,C,108.0,4,SEDAN,0.484,0,0.0,52
7285,22738160,F,681.0,C,129.0,3,HBACK,2.453,0,0.0,53
7286,44826977,M,373.0,E,34.5,4,TRUCK,0.99,1,915.3407142,54
7287,82868415,M,496.0,D,108.4,2,HBACK,3.146,2,3377.391559,53
7288,42857864,M,309.0,A,64.3,3,SEDAN,0.979,1,9233.229451,80
7289,10174618,F,751.0,B,159.1,3,SEDAN,1.463,0,0.0,46
7290,37102185,M,488.0,C,144.0,1,STNWG,5.17,2,13133.70783,46
7291,29756703,F,664.0,C,141.0,4,HBACK,0.473,0,0.0,60
7293,42208335,M,736.0,C,94.5,1,HBACK,1.4839,1,467.5131842,58
7294,47818556,F,729.0,D,130.2,3,SEDAN,1.067,0,0.0,48
7295,47387296,F,751.0,C,139.5,4,HBACK,0.506,1,110.3238968,59
7296,41886593,M,788.0,E,39.0,3,STNWG,2.728,0,0.0,42
7297,95909152,F,657.0,A,104.0,3,SEDAN,1.507,0,0.0,38
7300,86177320,M,746.0,D,125.2,3,HBACK,0.935,0,0.0,45
7301,41538014,M,515.0,C,114.0,2,HDTOP,3.168,1,10900.37828,36
7302,99181977,F,662.0,E,54.0,4,HBACK,0.77,0,0.0,31
7303,82052404,F,596.0,B,128.5,2,HBACK,3.674,0,0.0,62
7304,62857738,F,614.0,C,90.0,3,HBACK,0.869,0,0.0,60
7305,46496941,M,816.0,C,127.5,3,HBACK,1.034,0,0.0,60
7306,10330572,M,768.0,B,135.8,2,STNWG,3.465,0,0.0,69
7307,15892067,F,710.0,A,102.1,1,HBACK,1.353,0,0.0,68
7308,23862221,F,790.0,C,144.0,4,SEDAN,0.902,0,0.0,65
7309,61810705,F,555.0,E,34.5,1,SEDAN,2.321,0,0.0,29
7311,74795150,F,828.0,D,117.5,3,HBACK,2.618,0,0.0,39
7312,71515595,M,813.0,C,133.5,4,STNWG,1.463,0,0.0,33
7314,51245550,M,795.0,C,84.0,3,SEDAN,1.419,0,0.0,86
7315,14555897,F,505.0,A,77.7,2,SEDAN,2.409,0,0.0,75
7316,42475917,F,797.0,B,101.3,2,HBACK,2.178,0,0.0,43
7317,23660992,M,741.0,B,120.1,4,STNWG,1.595,0,0.0,54
7318,75830254,M,761.0,F,128.0,2,STNWG,4.147,0,0.0,31
7319,15468016,M,729.0,C,147.0,4,STNWG,1.749,0,0.0,46
7320,65457956,F,648.0,B,127.8,3,HBACK,1.936,0,0.0,29
7321,49425466,M,405.0,B,81.0,2,HBACK,1.375,0,0.0,52
7322,66978283,M,632.0,F,116.0,3,HBACK,1.529,4,774.0671969,56
7323,55420781,F,737.0,A,99.6,2,HBACK,1.936,0,0.0,55
7324,59610491,F,760.0,C,141.0,3,SEDAN,1.694,0,0.0,58
7325,87466778,F,717.0,C,132.0,2,HBACK,1.177,0,0.0,50
7327,17236432,M,833.0,B,113.6,3,SEDAN,1.199,0,0.0,53
7328,79894678,M,832.0,C,148.5,2,SEDAN,2.189,0,0.0,73
7329,20444244,M,674.0,A,85.3,1,HBACK,2.002,0,0.0,21
7330,47131834,F,828.0,B,59.5,4,HBACK,0.748,0,0.0,52
7331,47428304,F,642.0,B,129.8,1,HBACK,1.562,0,0.0,35
7332,98494767,F,823.0,B,149.8,4,STNWG,1.342,0,0.0,60
7335,83025534,M,729.0,E,97.5,4,BUS,0.0,0,0.0,75
7336,67892685,F,639.0,C,111.0,4,COUPE,0.528,0,0.0,44
7337,22788930,M,776.0,C,132.0,2,STNWG,4.191,0,0.0,53
7338,65889734,F,722.0,C,150.0,4,SEDAN,1.1,0,0.0,65
7339,65749659,F,842.0,C,150.0,3,HBACK,1.111,0,0.0,56
7340,33003257,M,820.0,A,95.5,2,HBACK,2.035,0,0.0,61
7341,12139201,M,468.0,C,142.5,2,SEDAN,2.728,1,8725.615766,79
7342,84524763,F,674.0,C,132.0,2,SEDAN,2.332,0,0.0,60
7344,46355839,M,716.0,A,91.3,1,SEDAN,2.75,0,0.0,53
7345,95988444,M,848.0,E,43.5,2,TRUCK,4.092,0,0.0,44
7346,86772212,F,458.0,A,58.7,3,HBACK,1.342,0,0.0,33
7347,20439166,M,797.0,D,71.1,2,SEDAN,2.167,0,0.0,62
7348,99212498,M,625.0,D,102.2,2,UTE,3.311,0,0.0,42
7349,77067757,F,766.0,D,53.7,4,HBACK,0.341,0,0.0,44
7350,86227318,F,530.0,A,103.0,3,SEDAN,1.276,0,0.0,26
7351,62723968,M,601.0,C,118.5,3,SEDAN,1.793,0,0.0,56
7352,58630698,F,306.0,A,110.1,2,HBACK,2.31,0,0.0,82
7353,18162110,M,782.0,A,106.7,2,SEDAN,1.705,0,0.0,27
7354,88048708,M,763.0,A,77.5,4,HBACK,0.297,0,0.0,26
7355,14233563,M,785.0,E,30.0,2,UTE,2.673,0,0.0,31
7356,33952157,M,609.0,A,110.0,3,TRUCK,1.54,0,0.0,35
7357,40312389,M,516.0,C,141.0,1,HBACK,1.4839,0,0.0,59
7358,63920065,F,615.0,C,147.0,3,PANVN,0.935,0,0.0,55
7359,31115061,M,729.0,A,73.1,4,SEDAN,1.21,0,0.0,67
7360,38984129,F,814.0,C,148.5,1,SEDAN,2.178,0,0.0,57
7361,95809408,M,848.0,D,97.2,2,STNWG,4.554,0,0.0,62
7362,52398472,F,816.0,A,77.4,3,STNWG,1.221,0,0.0,51
7363,44194478,M,845.0,C,145.5,2,HBACK,1.54,0,0.0,57
7364,58286074,M,508.0,B,92.2,4,STNWG,2.629,0,0.0,47
7365,58360141,F,519.0,D,94.8,3,SEDAN,1.518,1,3927.780608,46
7366,63435521,F,496.0,C,129.0,1,STNWG,4.1239,0,0.0,30
7367,72214868,F,367.0,E,36.0,4,HBACK,0.198,0,0.0,27
7368,84885844,F,528.0,E,25.5,2,STNWG,3.421,0,0.0,42
7369,82607931,M,621.0,C,150.0,3,HBACK,0.847,0,0.0,58
7370,84400872,F,823.0,A,77.8,3,HBACK,1.364,0,0.0,66
7371,98834797,M,536.0,C,148.5,4,SEDAN,0.506,0,0.0,58
7372,10149109,M,685.0,D,124.6,2,TRUCK,2.64,1,2952.78606,28
7373,17998512,F,729.0,E,54.0,1,SEDAN,1.936,0,0.0,58
7374,92639036,F,683.0,A,73.9,3,SEDAN,1.991,0,0.0,80
7375,62648787,F,746.0,E,31.5,2,STNWG,4.466,0,0.0,78
7376,33368717,F,617.0,C,112.5,3,SEDAN,1.089,0,0.0,28
7377,33931595,F,727.0,A,69.4,2,HBACK,1.342,0,0.0,56
7378,39982441,M,737.0,B,108.5,2,HBACK,1.276,0,0.0,58
7379,88022340,F,605.0,F,112.0,1,STNWG,4.378,0,0.0,44
7380,47416008,F,510.0,A,80.6,2,HBACK,1.826,0,0.0,53
7381,63478216,M,767.0,B,144.2,3,STNWG,1.529,0,0.0,48
7382,20613179,F,830.0,B,115.9,4,UTE,1.309,0,0.0,59
7384,42654699,M,736.0,E,43.5,4,HBACK,0.792,0,0.0,63
7386,40054081,M,396.0,B,127.5,3,STNWG,2.882,1,1167.054133,22
7387,40681766,F,678.0,D,108.1,1,HBACK,2.4178,0,0.0,45
7388,68572898,F,334.0,A,73.9,2,HBACK,1.43,0,0.0,39
7389,46710551,M,368.0,D,150.4,4,UTE,1.298,1,2271.308218,30
7390,59552335,M,712.0,E,51.0,3,UTE,2.431,1,135.0033858,34
7391,11020522,F,407.0,C,133.5,4,HDTOP,1.32,0,0.0,33
7392,95572223,M,609.0,D,80.1,1,SEDAN,2.794,1,5634.83638,44
7393,35762465,F,546.0,C,136.5,2,STNWG,3.894,0,0.0,58
7394,84382143,M,629.0,A,66.2,4,SEDAN,3.674,0,0.0,50
7395,95345132,F,674.0,B,105.8,2,STNWG,2.926,0,0.0,47
7396,21956242,M,659.0,A,96.9,3,HBACK,1.342,1,204.4930166,38
7398,66073976,F,521.0,A,95.0,2,STNWG,3.157,0,0.0,54
7400,24638107,M,788.0,A,49.1,2,HBACK,1.386,0,0.0,46
7401,93596587,F,784.0,F,134.0,4,STNWG,1.65,0,0.0,35
7402,54264454,F,620.0,D,115.1,1,SEDAN,2.805,0,0.0,55
7403,32867850,M,682.0,D,110.1,2,SEDAN,2.123,0,0.0,29
7404,53896960,F,758.0,B,111.2,4,HBACK,1.023,1,265.3526418,67
7405,20017165,M,840.0,E,46.5,1,UTE,2.002,0,0.0,32
7406,31896687,M,846.0,D,136.7,3,STNWG,2.585,0,0.0,80
7407,87431236,M,657.0,A,99.0,4,UTE,0.968,0,0.0,44
7408,29667323,M,729.0,B,97.8,3,STNWG,3.74,0,0.0,52
7409,99162592,F,639.0,E,36.0,3,SEDAN,1.012,0,0.0,57
7410,38994986,M,804.0,F,104.0,3,SEDAN,1.034,0,0.0,68
7411,65259039,M,769.0,E,48.0,4,HBACK,0.473,0,0.0,78
7412,87252013,M,330.0,C,88.5,1,STNWG,8.085,1,11822.13393,30
7413,94833696,F,837.0,C,127.5,3,STNWG,3.289,0,0.0,46
7414,33616407,M,813.0,A,113.9,3,HDTOP,2.519,0,0.0,64
7415,64486963,F,749.0,C,148.5,4,SEDAN,0.561,0,0.0,59
7416,71472894,F,665.0,E,45.0,2,STNWG,4.004,0,0.0,41
7417,66517993,F,691.0,A,74.6,3,HBACK,1.419,0,0.0,37
7418,35314010,F,609.0,C,127.5,1,HBACK,1.573,0,0.0,58
7419,47674025,F,817.0,B,163.6,4,SEDAN,0.55,0,0.0,56
7420,48086103,M,384.0,A,101.1,1,UTE,3.707,0,0.0,59
7422,46470968,F,541.0,B,125.8,4,HBACK,0.407,0,0.0,65
7423,44878030,F,754.0,C,148.5,3,HBACK,1.562,0,0.0,53
7425,38118569,F,611.0,D,114.9,1,HBACK,1.485,0,0.0,53
7426,61301023,M,348.0,A,108.3,3,PANVN,2.255,1,3212.10511,21
7427,60319572,F,740.0,C,135.0,4,STNWG,0.429,0,0.0,52
7428,48014679,M,748.0,C,81.0,2,HBACK,1.782,0,0.0,47
7430,99830552,M,594.0,B,102.8,4,UTE,1.1,1,602.1969611,60
7431,10714044,M,759.0,A,34.2,2,HBACK,3.047,0,0.0,40
7432,53013834,F,713.0,C,121.5,4,MIBUS,1.848,0,0.0,49
7433,58716083,M,347.0,B,119.4,4,STNWG,1.584,2,2435.666955,21
7436,33740658,F,449.0,B,97.2,3,SEDAN,1.441,0,0.0,27
7438,22920125,M,777.0,E,76.5,1,STNWG,3.498,0,0.0,68
7439,73576067,F,328.0,C,123.0,1,SEDAN,2.97,0,0.0,40
7440,66617720,M,674.0,C,75.0,1,HBACK,1.859,0,0.0,32
7442,15056664,F,645.0,D,123.3,2,HBACK,1.452,0,0.0,46
7443,44135766,M,626.0,A,67.2,1,SEDAN,2.618,0,0.0,59
7444,77612765,M,784.0,A,97.6,2,STNWG,2.574,0,0.0,87
7445,73374732,F,731.0,E,61.5,2,HDTOP,2.552,0,0.0,63
7446,21324511,M,810.0,C,120.0,1,STNWG,2.783,0,0.0,61
7447,36806578,F,636.0,A,45.2,2,HBACK,1.364,0,0.0,53
7448,33572261,M,504.0,A,100.2,1,STNWG,5.346,1,9238.437351,37
7449,85271053,M,742.0,D,65.1,2,SEDAN,2.178,0,0.0,89
7450,70539207,F,588.0,C,144.0,1,SEDAN,3.025,0,0.0,39
7451,70911204,F,638.0,B,160.3,1,SEDAN,2.079,1,3639.615586,65
7452,96095173,F,796.0,C,129.0,4,HBACK,0.55,0,0.0,37
7453,74024230,F,664.0,C,108.0,1,HBACK,1.606,0,0.0,49
7454,56862979,M,787.0,B,122.6,2,STNWG,2.42,0,0.0,57
7455,56766538,M,553.0,A,93.0,4,HBACK,0.341,0,0.0,35
7456,82397250,F,302.0,C,115.5,2,STNWG,3.795,1,2675.171138,48
7457,59187445,F,735.0,A,109.1,2,SEDAN,2.31,0,0.0,53
7458,96808753,M,775.0,C,106.5,1,HBACK,1.683,1,591.9241426,24
7459,28875882,F,659.0,B,137.5,3,HBACK,0.968,0,0.0,38
7460,98962787,F,612.0,C,129.0,2,HBACK,2.189,0,0.0,40
7461,67242791,F,721.0,C,148.5,2,HBACK,1.408,0,0.0,27
7462,49452004,M,758.0,A,95.0,3,SEDAN,1.463,1,235.7038481,53
7463,44019916,M,601.0,C,136.5,1,UTE,3.861,1,10487.29978,63
7464,96273770,F,393.0,B,97.9,3,SEDAN,1.507,0,0.0,57
7465,62904149,F,720.0,D,102.5,2,HBACK,1.804,0,0.0,39
7466,28256120,F,835.0,B,135.0,1,HBACK,1.551,0,0.0,53
7467,61052267,F,362.0,F,168.0,4,STNWG,2.42,1,1068.244933,56
7468,30795078,F,413.0,E,66.0,2,HBACK,1.43,0,0.0,35
7469,88248966,F,817.0,B,136.5,2,STNWG,3.63,0,0.0,54
7472,50436696,F,630.0,E,7.5,2,STNWG,3.938,0,0.0,41
7473,21570809,F,401.0,A,73.2,4,SEDAN,0.429,0,0.0,59
7474,21854093,F,726.0,B,122.3,3,SEDAN,1.199,0,0.0,67
7475,22237370,M,696.0,A,94.2,4,STNWG,1.595,0,0.0,49
7476,59511134,F,780.0,C,109.5,2,SEDAN,1.881,0,0.0,24
7477,62364610,F,534.0,B,115.7,2,SEDAN,2.024,0,0.0,63
7478,75614397,F,699.0,B,105.6,3,HBACK,1.1,0,0.0,38
7479,53303920,M,780.0,E,39.0,3,SEDAN,1.639,0,0.0,80
7480,12867400,F,761.0,A,84.0,2,SEDAN,2.145,0,0.0,57
7481,57303237,F,647.0,A,68.3,2,HBACK,1.727,0,0.0,62
7482,55035297,F,739.0,C,135.0,3,SEDAN,1.628,0,0.0,61
7483,27812821,M,687.0,B,146.3,4,HBACK,0.297,0,0.0,81
7485,73745098,F,803.0,C,136.5,1,HBACK,1.485,0,0.0,59
7486,44265615,F,676.0,A,74.4,3,SEDAN,1.298,0,0.0,59
7487,52342640,F,685.0,C,118.5,3,SEDAN,1.111,0,0.0,46
7488,62903606,F,671.0,E,24.0,4,SEDAN,0.418,0,0.0,33
7489,45471395,F,701.0,C,148.5,2,HBACK,1.584,0,0.0,59
7490,88746537,M,502.0,A,98.1,2,HBACK,1.375,1,1434.813579,36
7491,37334155,M,445.0,D,62.1,3,UTE,1.375,4,7440.098459,36
7492,32370407,F,817.0,E,31.5,3,STNWG,1.342,0,0.0,40
7493,17835528,F,353.0,B,150.3,4,SEDAN,0.715,0,0.0,44
7494,19755365,M,389.0,B,93.3,3,SEDAN,1.397,1,1766.888491,33
7495,20267524,M,437.0,C,147.0,3,HBACK,0.792,0,0.0,50
7496,39279360,F,756.0,B,150.8,3,COUPE,1.496,0,0.0,64
7497,70344375,F,616.0,B,121.6,1,SEDAN,2.3089,2,3923.998217,53
7498,94246704,M,741.0,D,78.8,4,SEDAN,1.056,0,0.0,57
7500,27721246,F,436.0,A,74.5,4,HBACK,0.726,0,0.0,49
7501,66274438,F,821.0,A,118.0,3,HBACK,0.946,0,0.0,60
7502,73513091,F,754.0,A,104.5,4,HDTOP,1.386,0,0.0,48
7503,61489365,F,626.0,C,127.5,1,HBACK,2.244,0,0.0,47
7504,69410377,F,563.0,F,156.0,3,SEDAN,1.419,0,0.0,27
7506,34765299,M,802.0,C,144.0,4,TRUCK,0.759,0,0.0,53
7507,72514439,F,715.0,C,123.0,2,SEDAN,2.024,0,0.0,68
7508,74835024,M,705.0,C,115.5,2,HDTOP,3.498,0,0.0,77
7509,58065850,M,469.0,A,114.0,4,PANVN,1.122,0,0.0,38
7510,91896039,F,642.0,A,105.0,2,SEDAN,1.947,0,0.0,57
7511,69604105,F,566.0,D,108.1,2,SEDAN,2.057,0,0.0,51
7512,59988311,M,632.0,C,87.0,4,SEDAN,2.002,0,0.0,45
7513,56320574,F,716.0,C,142.5,2,HBACK,1.903,0,0.0,50
7514,10843658,F,308.0,B,120.0,3,HBACK,0.924,0,0.0,37
7515,52683918,F,562.0,B,111.5,4,STNWG,1.452,0,0.0,41
7516,62574651,F,696.0,C,147.0,1,HBACK,1.5389,0,0.0,58
7517,70066004,F,599.0,B,122.9,4,TRUCK,1.595,0,0.0,37
7518,46471421,F,801.0,D,126.7,3,UTE,2.354,0,0.0,33
7519,39204758,M,771.0,C,114.0,3,HBACK,1.089,0,0.0,53
7520,37301999,F,695.0,C,121.5,2,STNWG,2.882,0,0.0,53
7521,45651991,F,822.0,C,124.5,4,SEDAN,0.484,0,0.0,74
7522,70784201,M,738.0,F,160.0,4,HDTOP,2.706,0,0.0,47
7523,33365330,M,685.0,C,132.0,4,SEDAN,0.836,0,0.0,55
7524,40937790,F,384.0,C,82.5,1,SEDAN,2.057,0,0.0,46
7525,76687224,F,594.0,A,67.8,1,STNWG,3.619,0,0.0,39
7526,15476055,M,726.0,C,81.0,4,UTE,1.804,0,0.0,58
7527,67176322,F,478.0,F,82.0,4,UTE,1.606,0,0.0,35
7528,30726547,F,657.0,B,114.8,3,SEDAN,1.485,0,0.0,37
7529,63289727,F,580.0,A,88.8,1,HBACK,3.091,0,0.0,39
7530,59985358,M,737.0,C,150.0,2,HBACK,1.254,0,0.0,62
7531,26680501,F,569.0,D,122.9,2,STNWG,3.938,0,0.0,39
7532,57236228,F,637.0,C,121.5,4,HBACK,0.781,0,0.0,57
7534,99710916,F,842.0,E,61.5,2,SEDAN,2.211,0,0.0,53
7535,42030460,F,494.0,A,113.4,3,SEDAN,2.871,0,0.0,60
7536,53631339,M,504.0,B,87.9,2,SEDAN,1.914,0,0.0,60
7537,42367295,M,700.0,E,34.5,3,SEDAN,1.199,0,0.0,23
7538,98061736,F,785.0,C,132.0,3,HBACK,1.342,0,0.0,60
7539,52841799,M,650.0,C,136.5,3,SEDAN,1.078,0,0.0,47
7540,45550830,F,718.0,A,110.6,4,SEDAN,1.276,0,0.0,64
7541,88469143,F,620.0,B,124.9,3,SEDAN,1.463,0,0.0,40
7544,55487023,F,645.0,B,113.9,3,HBACK,0.869,0,0.0,58
7545,83865978,F,806.0,B,119.0,4,SEDAN,0.935,0,0.0,52
7546,27378505,F,725.0,C,145.5,4,SEDAN,0.451,0,0.0,51
7547,83823186,F,718.0,E,60.0,2,SEDAN,1.881,0,0.0,59
7548,75153457,M,636.0,E,33.0,1,SEDAN,3.531,0,0.0,47
7549,46204274,M,660.0,C,109.5,3,SEDAN,1.089,0,0.0,53
7550,19420765,M,624.0,C,117.0,2,UTE,2.035,0,0.0,46
7551,97977626,F,378.0,C,148.5,3,SEDAN,1.529,0,0.0,33
7552,76083148,F,623.0,A,66.1,3,SEDAN,1.65,0,0.0,28
7553,94708597,F,426.0,C,141.0,2,SEDAN,1.617,1,1162.442963,34
7554,12649257,F,730.0,B,140.9,4,HBACK,0.407,0,0.0,92
7555,23919499,M,828.0,A,111.9,2,HBACK,1.287,0,0.0,86
