,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt,Cluster
38495,F,791.0,A,103.2,4,COUPE,1.023,0,0.0,57,Cluster 0
49892,M,565.0,A,82.7,1,STNWG,3.894,1,3099.679958,26,Cluster 4
47297,M,694.0,B,163.8,1,HBACK,2.6279,0,0.0,41,Cluster 3
33720,M,547.0,A,65.7,2,SEDAN,1.452,1,1421.684363,39,Cluster 4
42516,M,538.0,B,104.4,2,STNWG,3.916,1,1392.847,30,Cluster 4
54506,M,663.0,D,99.9,1,TRUCK,3.267,0,0.0,44,Cluster 3
11806,F,656.0,A,,2,SEDAN,1.98,0,0.0,47,Cluster 3
38238,M,850.0,A,74.8,4,TRUCK,2.409,0,0.0,63,Cluster 0
11876,F,604.0,A,68.7,3,STNWG,2.75,0,0.0,36,Cluster 3
12759,M,694.0,F,102.0,2,SEDAN,2.2,0,0.0,59,Cluster 3
23127,M,714.0,A,68.7,4,SEDAN,0.847,0,0.0,54,Cluster 0
42294,M,803.0,C,138.0,1,STNWG,6.061,0,0.0,45,Cluster 3
2180,F,758.0,B,122.8,1,STNWG,3.278,0,0.0,77,Cluster 3
36344,M,703.0,E,48.0,1,SEDAN,2.805,0,0.0,66,Cluster 3
41496,F,632.0,A,78.3,1,SEDAN,2.552,0,0.0,44,Cluster 3
36371,M,609.0,C,150.0,3,SEDAN,0.869,1,152.4715864,51,Cluster 4
18903,F,817.0,B,152.8,2,HBACK,1.518,0,0.0,68,Cluster 3
56370,F,803.0,B,134.1,1,HBACK,1.573,0,0.0,96,Cluster 3
9084,F,814.0,E,67.5,1,SEDAN,2.497,0,0.0,54,Cluster 3
32588,F,824.0,A,100.0,3,SEDAN,1.067,0,0.0,61,Cluster 0
8293,M,569.0,A,62.7,3,HBACK,1.012,1,535.2872324,51,Cluster 4
15714,F,668.0,B,122.2,4,UTE,0.968,1,100.9211413,46,Cluster 4
56724,M,810.0,A,87.0,3,SEDAN,1.078,0,0.0,67,Cluster 0
22446,M,673.0,E,,4,MIBUS,1.727,0,0.0,46,Cluster 0
48060,M,782.0,C,148.5,3,STNWG,1.254,0,0.0,86,Cluster 0
44511,F,774.0,F,78.0,4,SEDAN,0.924,0,0.0,56,Cluster 0
27063,M,669.0,D,92.2,4,SEDAN,0.495,0,0.0,40,Cluster 0
11734,M,848.0,B,113.3,4,SEDAN,0.902,0,0.0,43,Cluster 0
53899,M,549.0,B,106.9,4,STNWG,2.662,1,982.318395,33,Cluster 4
46280,M,626.0,D,111.9,1,TRUCK,1.76,0,0.0,55,Cluster 3
22907,F,751.0,D,59.6,2,STNWG,4.455,0,0.0,67,Cluster 3
38630,F,521.0,C,,1,SEDAN,1.76,0,0.0,37,Cluster 3
49013,M,,C,124.5,2,HBACK,2.189,1,369.8019581,34,Cluster 4
3286,M,825.0,D,152.7,1,SEDAN,3.234,0,0.0,77,Cluster 3
46984,F,816.0,C,127.5,3,SEDAN,0.957,0,0.0,45,Cluster 0
6433,M,,F,160.0,2,STNWG,3.927,0,0.0,39,Cluster 3
30190,F,745.0,B,104.3,3,HBACK,1.177,0,0.0,64,Cluster 0
57777,F,848.0,B,,4,MIBUS,1.419,0,0.0,50,Cluster 0
1616,M,771.0,C,130.5,3,UTE,1.573,0,0.0,41,Cluster 0
2864,M,631.0,C,112.5,4,SEDAN,0.924,0,0.0,46,Cluster 0
252,F,,E,69.0,2,SEDAN,1.793,0,0.0,45,Cluster 3
45963,M,786.0,C,81.0,2,HBACK,1.98,0,0.0,57,Cluster 3
5072,M,,D,84.6,1,SEDAN,2.255,0,0.0,32,Cluster 3
676,F,688.0,B,108.1,1,HBACK,1.573,0,0.0,52,Cluster 3
41650,F,,C,133.5,3,HBACK,0.902,0,0.0,32,Cluster 0
53397,M,755.0,D,93.9,3,HBACK,1.1,1,262.2680688,53,Cluster 4
44644,F,771.0,B,105.8,3,HBACK,1.353,1,122.4844899,63,Cluster 4
23281,F,803.0,D,153.7,3,SEDAN,1.419,0,0.0,60,Cluster 0
16273,M,817.0,B,119.9,1,SEDAN,3.245,0,0.0,41,Cluster 3
11608,M,729.0,C,87.0,4,STNWG,0.814,0,0.0,75,Cluster 0
40496,F,573.0,C,106.5,2,PANVN,1.738,0,0.0,46,Cluster 3
57168,F,529.0,B,167.9,3,SEDAN,1.419,0,0.0,50,Cluster 0
18419,F,668.0,A,79.6,3,HBACK,0.792,0,0.0,40,Cluster 0
49818,F,373.0,C,109.5,4,SEDAN,1.045,1,996.0071058,56,Cluster 4
56218,M,586.0,E,,3,SEDAN,1.419,2,4490.915651,76,Cluster 4
28956,M,554.0,C,123.0,3,UTE,1.98,1,1177.897835,31,Cluster 4
45136,F,804.0,A,122.3,4,MIBUS,1.848,0,0.0,40,Cluster 0
38822,M,410.0,F,,1,STNWG,4.884,1,2593.58977,37,Cluster 4
17510,F,680.0,C,147.0,4,SEDAN,0.484,0,0.0,53,Cluster 0
39607,F,802.0,A,71.0,1,SEDAN,3.52,0,0.0,68,Cluster 3
31651,F,732.0,C,,2,SEDAN,1.892,0,0.0,63,Cluster 3
58481,F,848.0,A,83.5,3,SEDAN,1.287,0,0.0,55,Cluster 0
19443,F,343.0,C,150.0,2,SEDAN,1.573,0,0.0,29,Cluster 3
1370,F,824.0,E,33.0,3,STNWG,2.904,0,0.0,55,Cluster 3
32801,F,705.0,F,124.0,4,STNWG,1.122,0,0.0,53,Cluster 0
56618,F,750.0,D,119.2,3,HBACK,1.155,0,0.0,61,Cluster 0
1826,F,604.0,D,126.2,1,SEDAN,1.98,0,0.0,54,Cluster 3
10259,F,622.0,E,24.0,1,STNWG,5.181,0,0.0,35,Cluster 3
60141,F,412.0,D,101.3,2,HBACK,2.112,1,1360.488562,32,Cluster 4
23389,M,699.0,B,105.9,1,SEDAN,2.816,4,5913.78263,51,Cluster 4
29386,F,682.0,A,68.7,4,MIBUS,1.694,0,0.0,43,Cluster 0
30452,F,805.0,F,104.0,1,STNWG,2.926,0,0.0,69,Cluster 3
152,M,649.0,A,56.2,3,SEDAN,1.837,0,0.0,33,Cluster 0
11583,F,612.0,B,110.2,2,SEDAN,2.178,1,990.7919292,47,Cluster 4
53257,F,801.0,C,108.0,2,SEDAN,1.727,0,0.0,96,Cluster 3
7968,M,649.0,A,42.7,1,HBACK,1.925,0,0.0,81,Cluster 3
22384,F,764.0,E,48.0,2,SEDAN,1.727,0,0.0,47,Cluster 3
29579,F,695.0,E,67.5,4,SEDAN,1.155,0,0.0,55,Cluster 0
55139,F,612.0,C,150.0,4,UTE,1.375,0,0.0,34,Cluster 0
25098,F,417.0,F,,3,SEDAN,1.452,0,0.0,36,Cluster 0
52320,M,,A,84.1,1,STNWG,6.842,0,0.0,50,Cluster 3
54089,M,795.0,C,117.0,2,STNWG,4.565,0,0.0,38,Cluster 3
36970,F,,C,144.0,3,SEDAN,1.672,0,0.0,38,Cluster 0
275,M,501.0,C,142.5,3,HBACK,2.024,0,0.0,31,Cluster 0
29452,F,346.0,D,,2,SEDAN,1.936,2,10622.50392,48,Cluster 2
31061,M,689.0,D,81.2,4,TRUCK,1.694,0,0.0,56,Cluster 0
6541,F,830.0,C,145.5,3,SEDAN,1.166,0,0.0,63,Cluster 0
2691,M,,E,90.0,3,UTE,1.936,0,0.0,21,Cluster 0
20484,M,395.0,B,136.3,2,HBACK,1.595,2,5457.167679,58,Cluster 4
39271,M,822.0,A,55.3,4,UTE,1.584,2,299.6430142,64,Cluster 4
13214,M,595.0,D,129.4,4,STNWG,1.771,1,2560.863994,82,Cluster 4
7329,M,674.0,A,85.3,1,HBACK,2.002,0,0.0,21,Cluster 3
23887,M,771.0,C,147.0,3,SEDAN,1.331,0,0.0,53,Cluster 0
11189,M,773.0,C,132.0,2,SEDAN,1.947,0,0.0,68,Cluster 3
45635,F,611.0,C,135.0,4,STNWG,1.727,0,0.0,55,Cluster 0
57427,F,822.0,A,83.5,1,SEDAN,2.255,0,0.0,59,Cluster 3
37286,F,713.0,B,129.3,1,SEDAN,2.728,0,0.0,21,Cluster 3
39959,M,742.0,E,19.5,3,HBACK,0.957,0,0.0,74,Cluster 0
42914,F,377.0,C,150.0,2,SEDAN,5.049,0,0.0,41,Cluster 3
7573,M,820.0,A,71.3,3,SEDAN,1.331,0,0.0,38,Cluster 0
40574,F,757.0,D,58.2,2,HBACK,1.771,1,921.8909327,64,Cluster 4
35296,F,637.0,C,141.0,3,HBACK,1.089,0,0.0,34,Cluster 0
20718,M,580.0,C,144.0,4,MIBUS,1.21,0,0.0,55,Cluster 0
58836,F,773.0,A,74.2,2,SEDAN,1.738,0,0.0,52,Cluster 3
23230,M,356.0,C,130.5,2,UTE,3.762,1,7436.383136,21,Cluster 4
9058,F,626.0,A,79.7,3,HBACK,0.902,0,0.0,52,Cluster 0
15024,M,695.0,E,,1,STNWG,6.1963,0,0.0,44,Cluster 3
1974,F,332.0,A,95.7,4,STNWG,3.08,0,0.0,57,Cluster 0
55374,M,751.0,D,127.6,3,UTE,1.518,0,0.0,38,Cluster 0
12263,F,667.0,C,129.0,2,HBACK,2.057,0,0.0,45,Cluster 3
44640,F,822.0,A,108.4,4,SEDAN,0.715,0,0.0,68,Cluster 0
47927,M,548.0,B,132.9,2,HBACK,1.386,3,3326.04177,50,Cluster 4
27104,M,804.0,A,61.5,1,SEDAN,1.793,0,0.0,82,Cluster 3
52247,F,567.0,C,141.0,4,SEDAN,0.814,0,0.0,23,Cluster 0
26967,F,645.0,B,116.7,4,SEDAN,1.034,0,0.0,37,Cluster 0
32064,F,499.0,C,100.5,3,SEDAN,1.452,0,0.0,61,Cluster 0
43652,F,346.0,C,115.5,4,HBACK,0.561,0,0.0,45,Cluster 0
52414,M,800.0,C,126.0,4,STNWG,1.628,0,0.0,81,Cluster 0
20164,F,606.0,C,121.5,4,SEDAN,0.605,0,0.0,45,Cluster 0
50406,M,645.0,E,54.0,4,STNWG,1.441,0,0.0,52,Cluster 0
30400,M,652.0,E,34.5,4,STNWG,2.255,0,0.0,56,Cluster 0
46459,M,792.0,F,,1,STNWG,6.292,0,0.0,47,Cluster 3
33259,F,808.0,A,54.1,4,HBACK,0.561,0,0.0,68,Cluster 0
17150,M,813.0,A,101.1,2,HBACK,1.936,0,0.0,59,Cluster 3
57657,F,605.0,B,,3,SEDAN,1.474,0,0.0,34,Cluster 0
1398,M,609.0,F,132.0,4,UTE,1.881,0,0.0,25,Cluster 0
14290,F,601.0,B,118.1,4,SEDAN,0.506,0,0.0,45,Cluster 0
30923,F,618.0,D,89.9,1,SEDAN,2.75,0,0.0,58,Cluster 3
59035,M,623.0,E,,4,UTE,0.88,0,0.0,46,Cluster 0
35689,M,834.0,F,80.0,2,TRUCK,3.597,0,0.0,64,Cluster 3
41221,M,604.0,F,,1,UTE,4.004,1,3782.108647,39,Cluster 4
436,M,413.0,B,128.8,3,SEDAN,1.045,2,15606.68849,89,Cluster 2
24471,M,738.0,B,100.5,1,HBACK,1.496,0,0.0,40,Cluster 3
22471,F,386.0,B,161.6,4,STNWG,1.441,0,0.0,50,Cluster 0
1565,M,636.0,C,147.0,1,SEDAN,2.937,0,0.0,23,Cluster 3
573,M,641.0,B,95.4,1,STNWG,5.7596,0,0.0,48,Cluster 3
55985,M,,A,67.3,2,HBACK,1.386,0,0.0,30,Cluster 3
43834,F,324.0,A,111.8,1,HBACK,1.716,0,0.0,38,Cluster 3
51458,F,802.0,B,118.5,3,SEDAN,1.364,0,0.0,55,Cluster 0
42363,F,776.0,C,136.5,4,SEDAN,0.759,0,0.0,59,Cluster 0
40765,F,651.0,C,126.0,2,SEDAN,2.046,0,0.0,44,Cluster 3
44634,F,562.0,C,133.5,2,HBACK,1.43,0,0.0,30,Cluster 3
15302,F,544.0,C,127.5,4,HBACK,0.407,0,0.0,39,Cluster 0
45696,F,634.0,C,105.0,1,HBACK,1.5389,0,0.0,55,Cluster 3
49791,M,660.0,C,94.5,4,HBACK,0.429,0,0.0,58,Cluster 0
21084,F,681.0,B,132.0,1,HBACK,1.65,0,0.0,52,Cluster 3
33582,M,559.0,C,84.0,2,STNWG,3.652,2,2547.786167,54,Cluster 4
532,F,615.0,C,,1,SEDAN,2.673,0,0.0,41,Cluster 3
36309,F,756.0,D,119.8,2,HBACK,1.782,0,0.0,51,Cluster 3
7627,M,528.0,A,,4,SEDAN,1.188,0,0.0,37,Cluster 0
29560,F,785.0,C,112.5,1,SEDAN,2.662,0,0.0,63,Cluster 3
9469,F,843.0,A,87.7,1,SEDAN,2.178,0,0.0,63,Cluster 3
35616,F,731.0,C,133.5,3,SEDAN,1.309,0,0.0,57,Cluster 0
52895,M,479.0,B,129.0,2,HBACK,1.727,1,2506.18389,53,Cluster 4
10508,M,731.0,B,128.1,4,HBACK,0.759,0,0.0,65,Cluster 0
27329,M,686.0,B,119.9,2,SEDAN,1.584,0,0.0,35,Cluster 3
18250,F,802.0,C,,4,SEDAN,1.276,0,0.0,65,Cluster 0
4699,M,760.0,F,72.0,4,UTE,0.88,0,0.0,59,Cluster 0
43063,F,848.0,E,,4,UTE,1.584,0,0.0,64,Cluster 0
49371,M,,A,86.0,4,STNWG,1.419,1,1664.677657,31,Cluster 4
43275,F,711.0,C,123.0,2,HDTOP,2.937,0,0.0,25,Cluster 3
58093,F,710.0,C,147.0,2,HBACK,1.837,0,0.0,48,Cluster 3
624,M,644.0,C,138.0,1,STNWG,6.611,1,434.8175909,60,Cluster 4
9846,F,847.0,B,124.3,2,SEDAN,1.584,0,0.0,34,Cluster 3
33198,M,667.0,C,142.5,1,HBACK,1.573,0,0.0,30,Cluster 3
12757,F,603.0,B,66.7,2,HBACK,2.75,0,0.0,54,Cluster 3
7990,F,800.0,A,60.0,3,SEDAN,2.618,0,0.0,49,Cluster 0
25632,M,,A,99.5,1,HBACK,1.397,1,2185.8115,21,Cluster 4
5426,F,812.0,E,49.5,2,SEDAN,2.398,0,0.0,65,Cluster 3
30529,F,517.0,D,98.1,4,SEDAN,0.847,1,1083.936754,44,Cluster 4
36678,F,837.0,C,102.0,4,UTE,1.012,0,0.0,58,Cluster 0
59437,F,,D,112.4,4,HBACK,0.308,0,0.0,42,Cluster 0
928,M,757.0,A,65.9,4,SEDAN,0.451,1,104.7347848,70,Cluster 4
27845,F,809.0,E,13.5,1,SEDAN,1.76,0,0.0,42,Cluster 3
50882,M,393.0,E,,1,STNWG,5.093,0,0.0,43,Cluster 3
3673,F,725.0,D,127.9,2,STNWG,4.389,0,0.0,80,Cluster 3
19027,M,810.0,D,177.8,1,UTE,4.7839,0,0.0,55,Cluster 3
55082,F,756.0,B,112.9,1,STNWG,3.7345,1,684.4404231,50,Cluster 4
41994,F,451.0,B,115.9,3,HBACK,1.067,0,0.0,34,Cluster 0
12840,F,837.0,E,31.5,1,HBACK,1.397,0,0.0,66,Cluster 3
13729,F,692.0,A,89.3,4,SEDAN,0.407,0,0.0,89,Cluster 0
325,M,623.0,B,115.4,4,STNWG,1.276,0,0.0,58,Cluster 0
23815,F,609.0,C,105.0,2,HBACK,1.529,0,0.0,56,Cluster 3
499,M,560.0,A,83.7,1,HDTOP,5.126,0,0.0,36,Cluster 3
54847,M,768.0,E,96.0,3,STNWG,3.256,0,0.0,70,Cluster 3
57237,M,629.0,F,,1,STNWG,5.038,0,0.0,41,Cluster 3
7308,F,790.0,C,144.0,4,SEDAN,0.902,0,0.0,65,Cluster 0
27817,M,504.0,C,147.0,1,HBACK,2.4178,0,0.0,23,Cluster 3
6002,F,643.0,E,61.5,4,SEDAN,0.429,0,0.0,57,Cluster 0
59129,M,793.0,E,,2,SEDAN,2.002,0,0.0,61,Cluster 3
11742,F,619.0,B,133.3,3,SEDAN,1.232,0,0.0,44,Cluster 0
14146,M,657.0,C,133.5,4,SEDAN,0.979,0,0.0,35,Cluster 0
22872,F,632.0,E,60.0,4,MIBUS,1.386,1,2188.122917,41,Cluster 4
40055,F,696.0,C,136.5,3,HBACK,1.111,0,0.0,68,Cluster 0
18502,M,310.0,C,145.5,1,SEDAN,2.255,1,12247.86832,26,Cluster 2
1673,M,599.0,A,69.2,3,HBACK,1.342,0,0.0,54,Cluster 0
20761,M,596.0,E,48.0,2,HBACK,1.243,1,1455.040306,51,Cluster 4
15404,F,696.0,D,64.2,2,STNWG,3.938,0,0.0,59,Cluster 3
9548,M,665.0,A,88.0,4,SEDAN,0.341,0,0.0,31,Cluster 0
9421,M,688.0,A,103.5,2,SEDAN,2.255,0,0.0,44,Cluster 3
8853,M,802.0,B,147.4,2,SEDAN,1.859,1,1567.681337,64,Cluster 4
53865,M,819.0,B,140.0,3,SEDAN,1.221,0,0.0,43,Cluster 0
36306,M,465.0,B,125.9,1,SEDAN,2.365,0,0.0,57,Cluster 3
54796,F,775.0,C,118.5,1,STNWG,5.962,0,0.0,48,Cluster 3
34933,F,510.0,A,87.4,4,STNWG,1.375,0,0.0,43,Cluster 0
28449,F,628.0,F,118.0,4,STNWG,1.991,0,0.0,37,Cluster 0
31125,F,796.0,D,95.8,1,SEDAN,3.52,0,0.0,73,Cluster 3
47259,F,826.0,B,128.3,2,SEDAN,2.2,0,0.0,65,Cluster 3
31573,M,390.0,C,133.5,1,PANVN,3.553,1,11839.6815,69,Cluster 2
1819,M,613.0,A,78.2,3,SEDAN,1.089,0,0.0,80,Cluster 0
37411,F,648.0,C,129.0,2,HBACK,1.419,0,0.0,37,Cluster 3
32713,F,499.0,E,45.0,2,HBACK,2.046,0,0.0,45,Cluster 3
51182,F,518.0,A,49.9,2,HBACK,1.529,0,0.0,36,Cluster 3
32350,M,787.0,C,124.5,2,SEDAN,1.925,0,0.0,49,Cluster 3
37514,F,728.0,B,117.1,4,HBACK,1.023,0,0.0,63,Cluster 0
33410,F,604.0,E,39.0,1,STNWG,3.619,0,0.0,34,Cluster 3
9978,M,791.0,A,96.1,3,SEDAN,1.562,0,0.0,51,Cluster 0
36957,M,766.0,B,154.5,3,STNWG,2.794,2,222.4534203,32,Cluster 4
24716,M,698.0,C,133.5,1,UTE,2.453,0,0.0,32,Cluster 3
22456,M,681.0,E,90.0,3,HDTOP,2.915,0,0.0,52,Cluster 3
21406,F,628.0,C,129.0,4,SEDAN,1.364,0,0.0,51,Cluster 0
16594,M,,C,108.0,3,SEDAN,1.364,1,1678.937958,33,Cluster 4
52668,F,805.0,A,67.8,3,HBACK,0.935,0,0.0,60,Cluster 0
48276,F,493.0,F,128.0,4,STNWG,1.881,0,0.0,81,Cluster 0
27884,M,786.0,B,99.6,3,PANVN,1.562,0,0.0,40,Cluster 0
1940,F,633.0,B,117.1,4,SEDAN,0.385,0,0.0,49,Cluster 0
17781,M,779.0,B,105.2,2,SEDAN,2.365,0,0.0,65,Cluster 3
7092,F,638.0,B,110.8,4,HBACK,0.781,0,0.0,56,Cluster 0
4419,F,818.0,A,81.1,1,HBACK,3.32695,0,0.0,58,Cluster 3
23847,F,848.0,A,100.5,4,STNWG,1.463,0,0.0,43,Cluster 0
56842,F,828.0,B,153.3,3,HBACK,1.111,0,0.0,68,Cluster 0
21368,F,697.0,D,96.4,3,STNWG,3.674,0,0.0,60,Cluster 3
41192,F,789.0,A,55.0,3,HBACK,1.408,0,0.0,69,Cluster 0
31004,F,389.0,A,71.5,4,HBACK,1.65,1,2062.019805,20,Cluster 4
58806,F,822.0,C,142.5,4,SEDAN,0.748,0,0.0,38,Cluster 0
37460,F,842.0,E,58.5,2,STNWG,3.542,0,0.0,50,Cluster 3
35359,F,629.0,B,127.4,3,SEDAN,1.331,0,0.0,30,Cluster 0
59387,M,841.0,C,93.0,2,SEDAN,2.277,0,0.0,88,Cluster 3
19988,M,510.0,B,130.3,3,SEDAN,1.474,2,2904.152492,46,Cluster 4
33495,F,687.0,F,90.0,3,SEDAN,1.419,0,0.0,27,Cluster 0
29624,F,738.0,A,82.9,4,HBACK,0.473,0,0.0,67,Cluster 0
10126,F,689.0,A,94.0,1,STNWG,3.63,0,0.0,46,Cluster 3
2467,F,451.0,A,,1,CONVT,10.967,0,0.0,41,Cluster 3
51977,M,783.0,B,116.5,4,SEDAN,0.506,0,0.0,47,Cluster 0
55308,F,502.0,A,87.1,2,SEDAN,1.551,0,0.0,50,Cluster 3
12483,M,698.0,B,108.0,1,SEDAN,1.694,0,0.0,41,Cluster 3
53112,F,790.0,C,129.0,2,HBACK,1.089,0,0.0,46,Cluster 3
52844,F,624.0,C,139.5,4,STNWG,2.046,0,0.0,51,Cluster 0
45906,M,816.0,B,121.6,3,PANVN,1.903,0,0.0,69,Cluster 0
2403,M,637.0,D,158.5,3,UTE,2.541,0,0.0,35,Cluster 0
34045,F,838.0,D,114.7,1,UTE,2.816,0,0.0,41,Cluster 3
27102,F,376.0,A,77.6,3,HBACK,0.858,0,0.0,37,Cluster 0
54263,F,821.0,B,134.5,3,SEDAN,1.122,0,0.0,59,Cluster 0
26010,F,608.0,B,136.9,2,PANVN,2.354,0,0.0,37,Cluster 3
19279,M,779.0,E,63.0,1,HBACK,1.485,0,0.0,35,Cluster 3
7762,F,826.0,C,112.5,4,HBACK,0.594,0,0.0,76,Cluster 0
45444,M,692.0,D,142.4,2,STNWG,3.905,0,0.0,56,Cluster 3
37983,F,667.0,C,144.0,3,HBACK,0.913,0,0.0,43,Cluster 0
53954,M,672.0,D,68.0,4,UTE,1.969,0,0.0,37,Cluster 0
5218,F,330.0,C,87.0,3,HBACK,2.343,0,0.0,32,Cluster 0
29056,M,843.0,E,27.0,4,STNWG,1.441,0,0.0,69,Cluster 0
32033,F,837.0,C,138.0,4,STNWG,2.365,0,0.0,40,Cluster 0
54720,F,,B,111.1,1,HBACK,1.562,2,5988.200751,33,Cluster 4
39705,F,391.0,B,132.0,4,HBACK,0.561,0,0.0,30,Cluster 0
28908,F,762.0,D,99.4,1,STNWG,4.532,0,0.0,53,Cluster 3
21626,F,649.0,B,110.1,4,UTE,1.089,0,0.0,23,Cluster 0
46726,M,802.0,A,69.6,4,SEDAN,0.781,0,0.0,79,Cluster 0
28551,M,784.0,D,123.3,1,SEDAN,3.179,0,0.0,66,Cluster 3
57254,F,492.0,C,121.5,4,SEDAN,0.66,0,0.0,63,Cluster 0
15199,M,740.0,F,64.0,3,STNWG,3.322,0,0.0,43,Cluster 3
55850,M,783.0,F,168.0,1,STNWG,5.104,0,0.0,22,Cluster 3
15125,M,699.0,C,135.0,3,STNWG,2.662,0,0.0,44,Cluster 3
24013,M,741.0,C,108.0,2,SEDAN,1.474,0,0.0,54,Cluster 3
2428,M,329.0,B,147.0,3,STNWG,2.772,2,16981.55596,72,Cluster 2
48296,F,605.0,C,147.0,2,HBACK,2.178,0,0.0,30,Cluster 3
29296,F,828.0,B,104.8,4,HBACK,0.814,0,0.0,66,Cluster 0
55651,M,506.0,A,113.0,1,HBACK,2.6389,0,0.0,30,Cluster 3
50405,F,847.0,C,130.5,2,SEDAN,2.409,0,0.0,68,Cluster 3
60068,M,,C,144.0,1,SEDAN,1.936,0,0.0,56,Cluster 3
47502,F,812.0,C,130.5,1,HBACK,1.65,0,0.0,66,Cluster 3
29760,F,771.0,B,107.3,2,SEDAN,1.43,0,0.0,55,Cluster 3
47248,F,472.0,B,128.3,4,SEDAN,0.484,0,0.0,58,Cluster 0
35746,M,,C,133.5,1,SEDAN,3.212,0,0.0,36,Cluster 3
14046,F,768.0,A,96.1,4,HBACK,0.924,0,0.0,70,Cluster 0
4062,F,663.0,C,123.0,4,STNWG,1.661,0,0.0,46,Cluster 0
57464,F,715.0,B,150.6,2,SEDAN,2.035,0,0.0,47,Cluster 3
57037,M,645.0,C,148.5,2,SEDAN,2.046,0,0.0,39,Cluster 3
55918,M,815.0,B,135.7,4,SEDAN,0.99,0,0.0,62,Cluster 0
37086,M,808.0,A,81.5,2,HBACK,1.727,0,0.0,32,Cluster 3
9113,M,621.0,F,58.0,2,STNWG,4.906,1,415.6710263,42,Cluster 4
20650,F,453.0,C,114.0,3,HBACK,1.012,0,0.0,32,Cluster 0
51506,F,,C,141.0,1,HBACK,1.529,0,0.0,23,Cluster 3
57765,M,817.0,A,49.3,4,SEDAN,0.759,0,0.0,40,Cluster 0
58677,F,515.0,E,37.5,4,STNWG,2.398,0,0.0,28,Cluster 0
36353,M,838.0,A,,3,SEDAN,1.221,0,0.0,55,Cluster 0
36675,F,656.0,C,145.5,2,HBACK,2.2,0,0.0,55,Cluster 3
17896,M,584.0,B,87.9,4,STNWG,1.782,0,0.0,84,Cluster 0
28603,F,426.0,A,115.1,3,SEDAN,1.023,0,0.0,45,Cluster 0
46415,F,,A,73.6,3,HBACK,1.683,0,0.0,37,Cluster 0
13963,F,737.0,E,49.5,3,TRUCK,2.739,0,0.0,64,Cluster 3
44429,M,778.0,E,33.0,2,UTE,1.518,0,0.0,45,Cluster 3
48775,F,672.0,A,83.2,4,MIBUS,1.848,0,0.0,56,Cluster 0
1033,M,757.0,A,116.7,3,HDTOP,1.716,0,0.0,54,Cluster 0
28094,M,732.0,A,55.7,1,STNWG,4.246,0,0.0,61,Cluster 3
32472,F,625.0,C,75.0,3,HBACK,1.287,0,0.0,37,Cluster 0
58318,F,,A,96.5,2,SEDAN,1.804,0,0.0,24,Cluster 3
42890,F,364.0,A,60.9,4,STNWG,2.255,0,0.0,42,Cluster 0
10827,M,727.0,C,118.5,1,SEDAN,3.036,0,0.0,45,Cluster 3
33934,M,666.0,A,76.0,1,STNWG,3.201,0,0.0,52,Cluster 3
28158,F,755.0,C,141.0,4,HBACK,0.759,0,0.0,41,Cluster 0
50120,M,730.0,E,45.0,1,STNWG,4.807,0,0.0,41,Cluster 3
58255,M,783.0,B,104.6,1,TRUCK,4.037,0,0.0,34,Cluster 3
35207,F,687.0,C,138.0,4,SEDAN,0.66,0,0.0,59,Cluster 0
29365,M,417.0,C,147.0,2,SEDAN,1.925,1,3817.303937,29,Cluster 4
23410,M,607.0,C,150.0,4,SEDAN,0.803,2,1207.685018,77,Cluster 4
31877,F,804.0,C,148.5,3,STNWG,3.421,0,0.0,51,Cluster 3
26194,M,612.0,C,139.5,1,HBACK,1.485,0,0.0,50,Cluster 3
22543,M,693.0,A,54.2,3,SEDAN,1.265,0,0.0,47,Cluster 0
9434,F,619.0,D,145.6,1,STNWG,5.093,0,0.0,28,Cluster 3
21813,F,804.0,A,73.4,3,SEDAN,0.836,0,0.0,55,Cluster 0
44168,F,392.0,B,119.0,3,STNWG,3.124,0,0.0,38,Cluster 3
26126,M,650.0,C,118.5,4,STNWG,1.925,1,350.5173191,49,Cluster 4
45645,F,799.0,B,92.4,3,HBACK,1.815,0,0.0,50,Cluster 0
43643,M,629.0,C,142.5,1,COUPE,6.0379,0,0.0,53,Cluster 3
47950,M,700.0,C,124.5,1,SEDAN,2.079,0,0.0,41,Cluster 3
26176,F,,A,96.6,3,SEDAN,1.661,0,0.0,25,Cluster 0
5604,F,,A,103.8,3,SEDAN,1.232,0,0.0,22,Cluster 0
51933,M,675.0,A,46.5,3,SEDAN,1.386,0,0.0,25,Cluster 0
51765,F,663.0,D,110.8,3,SEDAN,1.056,0,0.0,22,Cluster 0
3428,F,690.0,A,102.8,2,STNWG,3.025,0,0.0,43,Cluster 3
4766,M,696.0,E,33.0,1,STNWG,7.304,0,0.0,66,Cluster 3
13433,F,704.0,E,15.0,3,SEDAN,1.518,0,0.0,63,Cluster 0
34412,M,636.0,E,102.0,4,HDTOP,1.386,1,2439.435063,43,Cluster 4
873,F,778.0,C,129.0,2,HBACK,1.177,0,0.0,22,Cluster 3
49329,F,749.0,C,135.0,1,HBACK,1.672,0,0.0,22,Cluster 3
25686,F,647.0,A,94.5,1,HBACK,2.761,0,0.0,38,Cluster 3
4537,M,676.0,A,63.5,2,SEDAN,1.606,0,0.0,53,Cluster 3
