,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt,Cluster
30120,F,386.0,C,120.0,1,UTE,2.343,0,0.0,56,Cluster 2
18182,M,622.0,D,44.9,2,UTE,3.498,1,2551.977655,30,Cluster 0
1594,F,830.0,A,96.5,1,UTE,4.191,0,0.0,44,Cluster 2
11638,F,663.0,B,116.0,4,SEDAN,0.781,0,0.0,53,Cluster 2
59477,M,330.0,C,138.0,2,UTE,1.474,1,1891.53228,58,Cluster 0
45795,F,800.0,D,166.0,3,UTE,2.343,0,0.0,36,Cluster 2
45492,M,307.0,A,72.2,3,SEDAN,1.089,0,0.0,30,Cluster 2
49746,M,784.0,E,15.0,3,HBACK,1.639,0,0.0,57,Cluster 2
19809,M,,B,122.3,1,HBACK,1.5389,4,2770.707683,23,Cluster 0
2181,F,651.0,F,96.0,2,STNWG,2.321,0,0.0,48,Cluster 2
15020,M,653.0,F,122.0,4,UTE,1.1,2,253.1812691,30,Cluster 0
20415,M,820.0,F,102.0,3,STNWG,2.431,0,0.0,35,Cluster 2
15594,F,457.0,E,55.5,3,HBACK,1.089,0,0.0,42,Cluster 2
12027,M,664.0,D,96.1,4,HDTOP,2.321,0,0.0,54,Cluster 2
43376,M,588.0,A,83.2,3,MCARA,2.805,1,10382.77662,60,Cluster 0
4530,F,417.0,A,94.1,2,HBACK,1.672,1,1190.765615,41,Cluster 0
52922,M,772.0,C,132.0,1,UTE,4.356,0,0.0,48,Cluster 2
7359,M,729.0,A,73.1,4,SEDAN,1.21,0,0.0,67,Cluster 2
7030,M,826.0,B,124.1,4,SEDAN,2.959,0,0.0,52,Cluster 2
57003,F,698.0,B,95.5,3,HBACK,1.012,0,0.0,33,Cluster 2
24344,F,804.0,C,133.5,2,SEDAN,2.816,0,0.0,67,Cluster 2
32686,F,,E,,3,STNWG,2.75,0,0.0,31,Cluster 2
45901,M,799.0,A,106.4,1,SEDAN,1.892,0,0.0,65,Cluster 2
39904,F,709.0,C,121.5,1,HBACK,1.5389,0,0.0,65,Cluster 2
59416,M,536.0,A,105.0,1,STNWG,3.212,1,5617.889886,38,Cluster 0
54742,M,502.0,E,66.0,2,UTE,3.872,0,0.0,37,Cluster 2
22535,M,330.0,C,142.5,4,HBACK,0.473,1,421.1335138,37,Cluster 0
59424,M,849.0,C,120.0,3,MIBUS,2.816,0,0.0,49,Cluster 2
34953,M,475.0,B,90.2,4,STNWG,0.451,1,101.8235713,59,Cluster 0
23623,F,,B,112.8,2,HBACK,1.54,0,0.0,37,Cluster 2
55869,F,628.0,A,82.2,1,SEDAN,3.003,0,0.0,65,Cluster 2
53465,M,701.0,C,144.0,4,STNWG,0.913,0,0.0,27,Cluster 2
29275,M,613.0,A,59.6,3,SEDAN,1.529,0,0.0,52,Cluster 2
4726,M,589.0,E,34.5,3,UTE,1.265,0,0.0,59,Cluster 2
23881,F,659.0,C,147.0,2,SEDAN,2.112,0,0.0,42,Cluster 2
35586,M,631.0,D,65.5,4,SEDAN,1.045,0,0.0,30,Cluster 2
49108,F,727.0,C,130.5,1,HBACK,1.364,0,0.0,51,Cluster 2
24528,F,676.0,A,75.4,2,SEDAN,2.64,0,0.0,42,Cluster 2
36743,F,696.0,D,95.2,3,HBACK,1.122,0,0.0,53,Cluster 2
59367,M,779.0,F,90.0,4,TRUCK,0.22,0,0.0,71,Cluster 2
14064,F,419.0,E,78.0,3,SEDAN,1.067,0,0.0,36,Cluster 2
47739,F,721.0,E,12.0,2,STNWG,2.156,0,0.0,65,Cluster 2
56243,F,665.0,A,90.1,4,SEDAN,0.748,0,0.0,38,Cluster 2
6467,F,450.0,B,116.9,4,UTE,1.023,1,717.2714529,32,Cluster 0
6755,F,533.0,A,86.1,3,SEDAN,0.913,0,0.0,49,Cluster 2
30219,M,699.0,E,19.5,4,STNWG,1.881,0,0.0,44,Cluster 2
44521,M,707.0,C,142.5,2,STNWG,3.872,0,0.0,67,Cluster 2
17115,F,322.0,B,137.1,2,HBACK,1.529,0,0.0,38,Cluster 2
59753,F,633.0,B,132.2,4,HBACK,0.429,0,0.0,44,Cluster 2
52424,F,550.0,B,99.2,3,SEDAN,1.056,0,0.0,24,Cluster 2
19620,F,714.0,E,54.0,2,SEDAN,2.365,0,0.0,56,Cluster 2
32816,M,830.0,C,88.5,3,SEDAN,1.562,0,0.0,55,Cluster 2
11813,M,824.0,E,75.0,2,STNWG,1.903,0,0.0,67,Cluster 2
6267,M,849.0,A,84.9,3,PANVN,1.947,0,0.0,58,Cluster 2
38375,F,676.0,A,94.9,2,HBACK,1.947,1,463.7640249,27,Cluster 0
28286,F,630.0,E,63.0,3,STNWG,2.024,0,0.0,50,Cluster 2
9381,F,341.0,C,118.5,2,HBACK,1.067,0,0.0,26,Cluster 2
35687,F,487.0,C,106.5,2,HBACK,1.353,0,0.0,39,Cluster 2
33579,F,636.0,E,37.5,2,STNWG,2.167,0,0.0,67,Cluster 2
50181,M,805.0,A,111.6,1,HBACK,1.573,0,0.0,57,Cluster 2
36036,F,816.0,F,140.0,1,SEDAN,2.255,0,0.0,55,Cluster 2
19042,F,843.0,C,114.0,1,HBACK,1.848,0,0.0,52,Cluster 2
15621,M,755.0,B,114.5,1,STNWG,6.292,0,0.0,43,Cluster 2
55590,F,747.0,B,111.2,4,STNWG,0.924,0,0.0,55,Cluster 2
4538,M,,E,69.0,2,TRUCK,4.653,0,0.0,24,Cluster 2
39663,M,788.0,C,121.5,4,SEDAN,0.341,0,0.0,26,Cluster 2
38436,M,777.0,B,118.0,2,STNWG,3.432,0,0.0,69,Cluster 2
17483,F,757.0,C,,3,HBACK,0.891,0,0.0,52,Cluster 2
47386,F,375.0,A,45.6,4,HBACK,0.462,0,0.0,25,Cluster 2
5645,M,654.0,C,120.0,4,TRUCK,0.979,1,687.908036,43,Cluster 0
27319,F,,C,,4,HBACK,0.715,0,0.0,36,Cluster 2
35121,M,685.0,B,167.7,3,SEDAN,1.287,0,0.0,51,Cluster 2
32824,M,477.0,B,78.1,3,STNWG,3.157,0,0.0,68,Cluster 2
9207,F,448.0,A,75.3,2,SEDAN,2.035,0,0.0,38,Cluster 2
2916,M,647.0,C,144.0,1,STNWG,5.7596,0,0.0,41,Cluster 2
7596,F,365.0,C,141.0,1,STNWG,3.7389,0,0.0,42,Cluster 2
11380,M,638.0,E,72.0,4,UTE,0.77,0,0.0,46,Cluster 2
42312,F,740.0,A,59.3,3,HBACK,0.957,0,0.0,66,Cluster 2
4928,M,645.0,F,126.0,1,STNWG,6.9949,0,0.0,34,Cluster 2
38926,M,810.0,B,122.3,4,HBACK,0.396,0,0.0,43,Cluster 2
16875,M,700.0,A,73.4,2,STNWG,2.75,0,0.0,46,Cluster 2
28165,M,823.0,C,82.5,3,STNWG,2.222,0,0.0,40,Cluster 2
41634,M,722.0,C,76.5,4,HBACK,0.594,0,0.0,64,Cluster 2
22729,F,773.0,B,104.7,2,STNWG,2.255,0,0.0,53,Cluster 2
13197,M,386.0,B,164.7,2,SEDAN,1.716,1,3073.464803,75,Cluster 0
45493,F,635.0,C,132.0,2,STNWG,4.917,1,866.766339,41,Cluster 0
22536,F,757.0,A,64.1,4,HBACK,0.781,0,0.0,64,Cluster 2
55384,F,,B,136.9,3,HBACK,0.979,0,0.0,25,Cluster 2
24810,F,599.0,A,78.9,2,SEDAN,2.376,0,0.0,48,Cluster 2
42735,F,,F,136.0,4,STNWG,3.366,0,0.0,37,Cluster 2
35553,F,815.0,D,81.5,4,STNWG,1.122,0,0.0,74,Cluster 2
35231,F,832.0,A,89.4,1,HBACK,2.211,0,0.0,31,Cluster 2
34278,F,817.0,C,135.0,4,STNWG,0.484,0,0.0,61,Cluster 2
48971,F,735.0,A,83.2,1,HBACK,1.65,0,0.0,62,Cluster 2
20338,M,658.0,C,147.0,3,HBACK,1.837,0,0.0,52,Cluster 2
45353,F,713.0,C,142.5,4,SEDAN,0.726,0,0.0,63,Cluster 2
2987,F,747.0,C,121.5,4,STNWG,0.99,0,0.0,43,Cluster 2
52,M,782.0,F,164.0,4,STNWG,1.672,0,0.0,66,Cluster 2
17546,F,792.0,A,99.1,3,SEDAN,1.045,0,0.0,43,Cluster 2
14564,F,702.0,C,142.5,2,SEDAN,1.32,0,0.0,66,Cluster 2
25245,F,662.0,C,127.5,3,SEDAN,1.529,0,0.0,37,Cluster 2
32385,F,786.0,A,83.8,2,HBACK,1.903,0,0.0,68,Cluster 2
42482,F,511.0,A,57.5,2,SEDAN,1.793,0,0.0,29,Cluster 2
32507,F,833.0,D,125.4,1,HBACK,2.354,0,0.0,82,Cluster 2
54793,M,816.0,A,66.6,2,STNWG,3.641,0,0.0,52,Cluster 2
29700,F,844.0,A,108.0,3,SEDAN,1.331,0,0.0,38,Cluster 2
53631,M,716.0,F,162.0,2,STNWG,3.872,0,0.0,46,Cluster 2
15697,F,499.0,B,142.9,1,HBACK,2.09,0,0.0,42,Cluster 2
55704,F,622.0,A,55.2,2,HBACK,1.375,0,0.0,66,Cluster 2
23222,F,,A,74.5,4,SEDAN,0.88,0,0.0,48,Cluster 2
58104,M,745.0,C,141.0,2,STNWG,4.323,0,0.0,24,Cluster 2
18780,M,822.0,B,82.0,1,SEDAN,3.4639,0,0.0,68,Cluster 2
59335,M,833.0,C,93.0,3,SEDAN,1.419,0,0.0,65,Cluster 2
50996,F,696.0,E,30.0,3,STNWG,2.519,1,707.5339378,32,Cluster 0
13813,F,,D,104.3,2,HBACK,1.144,0,0.0,21,Cluster 2
20315,F,675.0,C,145.5,4,HBACK,0.385,0,0.0,46,Cluster 2
31527,M,797.0,B,80.7,4,MIBUS,1.397,0,0.0,70,Cluster 2
58960,F,834.0,A,84.1,3,SEDAN,1.419,0,0.0,61,Cluster 2
47881,M,595.0,F,154.0,3,STNWG,2.651,1,349.1694744,43,Cluster 0
30485,F,829.0,E,61.5,4,STNWG,1.408,0,0.0,60,Cluster 2
40471,F,689.0,F,86.0,1,STNWG,5.39,0,0.0,53,Cluster 2
58064,M,720.0,B,142.3,4,STNWG,2.156,0,0.0,51,Cluster 2
5236,F,583.0,A,89.6,4,STNWG,1.969,0,0.0,39,Cluster 2
22935,F,480.0,B,96.2,4,SEDAN,0.638,0,0.0,31,Cluster 2
17348,F,818.0,B,100.8,3,HBACK,1.276,0,0.0,70,Cluster 2
17180,F,745.0,F,,3,SEDAN,1.749,0,0.0,49,Cluster 2
1413,F,428.0,C,130.5,4,STNWG,1.782,0,0.0,48,Cluster 2
39440,M,807.0,A,91.8,4,UTE,0.275,0,0.0,77,Cluster 2
34190,F,349.0,B,,1,STNWG,5.7596,2,34328.76324,39,Cluster 1
49548,F,838.0,C,123.0,3,SEDAN,0.957,0,0.0,69,Cluster 2
15506,M,,C,147.0,1,HBACK,2.013,0,0.0,32,Cluster 2
47470,F,429.0,F,118.0,4,STNWG,1.54,1,366.2341034,39,Cluster 0
12340,F,,A,96.9,4,STNWG,1.804,2,2065.886326,30,Cluster 0
27645,M,671.0,B,110.6,2,SEDAN,1.914,0,0.0,54,Cluster 2
42474,F,801.0,D,125.7,3,STNWG,2.376,0,0.0,49,Cluster 2
39835,F,820.0,A,66.1,1,SEDAN,2.684,0,0.0,60,Cluster 2
35632,F,774.0,B,132.1,4,HBACK,0.473,0,0.0,49,Cluster 2
22786,M,624.0,E,,1,SEDAN,2.739,0,0.0,41,Cluster 2
34399,M,518.0,A,69.1,3,HBACK,1.067,0,0.0,46,Cluster 2
35815,F,375.0,D,135.5,4,SEDAN,0.638,1,4897.174944,72,Cluster 0
8569,F,330.0,B,131.4,4,SEDAN,0.572,0,0.0,36,Cluster 2
2161,F,754.0,B,106.4,1,SEDAN,2.2528,0,0.0,72,Cluster 2
23520,F,617.0,D,70.7,4,HBACK,0.242,0,0.0,43,Cluster 2
9813,F,,C,142.5,4,SEDAN,0.781,0,0.0,27,Cluster 2
40183,M,731.0,C,132.0,1,HBACK,1.5708,0,0.0,58,Cluster 2
16700,F,717.0,B,92.8,2,SEDAN,2.068,0,0.0,62,Cluster 2
2404,M,734.0,C,96.0,2,STNWG,2.178,0,0.0,45,Cluster 2
11487,M,814.0,C,136.5,3,UTE,1.397,0,0.0,55,Cluster 2
54854,F,555.0,C,148.5,4,HBACK,0.473,1,195.502068,46,Cluster 0
16033,F,664.0,A,100.9,4,MIBUS,1.408,0,0.0,26,Cluster 2
44691,F,850.0,E,12.0,3,STNWG,2.332,0,0.0,69,Cluster 2
29253,F,755.0,C,148.5,4,STNWG,1.452,0,0.0,50,Cluster 2
35868,F,516.0,A,82.3,4,HBACK,0.737,0,0.0,64,Cluster 2
47978,M,663.0,C,105.0,4,MIBUS,0.561,0,0.0,46,Cluster 2
3624,F,374.0,C,124.5,4,HBACK,0.594,0,0.0,60,Cluster 2
31354,F,536.0,A,90.2,3,HBACK,1.133,0,0.0,45,Cluster 2
56182,M,393.0,A,58.0,1,SEDAN,2.937,0,0.0,54,Cluster 2
42741,M,506.0,C,133.5,3,UTE,3.003,1,2290.981968,26,Cluster 0
51642,M,588.0,A,60.0,2,STNWG,2.838,0,0.0,35,Cluster 2
1784,M,703.0,C,121.5,4,STNWG,1.188,0,0.0,42,Cluster 2
13624,F,787.0,D,63.7,4,HBACK,0.792,0,0.0,65,Cluster 2
26869,F,794.0,A,78.4,3,SEDAN,2.464,0,0.0,52,Cluster 2
32811,M,637.0,B,122.6,1,SEDAN,2.068,0,0.0,46,Cluster 2
49087,F,688.0,A,91.3,1,STNWG,3.861,0,0.0,41,Cluster 2
46583,M,846.0,B,116.5,4,HBACK,0.55,0,0.0,68,Cluster 2
50302,F,601.0,C,139.5,4,SEDAN,0.418,0,0.0,58,Cluster 2
2627,F,610.0,A,45.7,3,SEDAN,1.067,0,0.0,64,Cluster 2
53624,F,457.0,A,85.2,3,HBACK,0.968,0,0.0,39,Cluster 2
48130,M,663.0,B,116.8,4,UTE,1.683,0,0.0,61,Cluster 2
46821,F,672.0,B,148.6,2,SEDAN,1.727,0,0.0,58,Cluster 2
38414,F,684.0,B,,3,SEDAN,1.727,0,0.0,41,Cluster 2
32234,M,659.0,B,,2,SEDAN,2.189,0,0.0,36,Cluster 2
57985,F,472.0,B,122.7,1,COUPE,3.861,0,0.0,36,Cluster 2
14225,M,820.0,C,145.5,3,SEDAN,0.869,0,0.0,63,Cluster 2
16144,F,,B,136.6,3,SEDAN,1.254,0,0.0,28,Cluster 2
9625,M,575.0,A,76.9,1,HBACK,1.5708,1,3354.060879,33,Cluster 0
59880,F,643.0,E,,4,HBACK,0.517,0,0.0,60,Cluster 2
13822,M,370.0,B,132.1,3,SEDAN,1.826,1,5150.20822,35,Cluster 0
21898,F,454.0,B,86.1,2,SEDAN,2.607,0,0.0,54,Cluster 2
24710,M,830.0,C,127.5,2,HBACK,1.43,1,152.5313822,85,Cluster 0
21102,M,816.0,E,58.5,1,STNWG,7.865,0,0.0,75,Cluster 2
37519,F,680.0,F,120.0,1,STNWG,3.058,0,0.0,42,Cluster 2
2178,M,484.0,C,138.0,1,HBACK,1.584,0,0.0,58,Cluster 2
15780,M,519.0,D,104.8,4,STNWG,2.002,2,2484.610316,46,Cluster 0
25139,M,662.0,A,39.1,3,STNWG,2.629,0,0.0,51,Cluster 2
37749,M,410.0,B,121.9,4,SEDAN,1.386,1,1941.980302,53,Cluster 0
47707,F,590.0,A,66.5,2,SEDAN,2.365,0,0.0,37,Cluster 2
1851,F,779.0,C,133.5,2,STNWG,4.73,0,0.0,44,Cluster 2
53429,F,359.0,F,134.0,3,SEDAN,0.847,0,0.0,57,Cluster 2
11897,M,629.0,A,68.5,4,UTE,0.803,0,0.0,59,Cluster 2
32438,F,673.0,A,82.9,2,SEDAN,1.947,0,0.0,52,Cluster 2
58870,F,450.0,A,71.5,4,STNWG,1.991,2,1403.005756,32,Cluster 0
42765,M,651.0,B,82.6,2,HBACK,1.43,1,825.8850684,88,Cluster 0
20744,M,,F,82.0,3,SEDAN,1.265,1,261.1153494,48,Cluster 0
23676,F,704.0,C,139.5,2,UTE,2.915,0,0.0,44,Cluster 2
16093,F,840.0,C,130.5,1,SEDAN,3.091,0,0.0,32,Cluster 2
23201,F,640.0,E,57.0,2,UTE,3.476,0,0.0,45,Cluster 2
27465,M,568.0,B,86.9,2,SEDAN,2.706,0,0.0,57,Cluster 2
47226,M,366.0,B,,1,HBACK,1.441,1,19077.87761,29,Cluster 1
34007,F,651.0,C,136.5,1,STNWG,2.761,0,0.0,36,Cluster 2
51676,M,673.0,C,148.5,3,SEDAN,1.331,1,343.0899712,55,Cluster 0
22358,M,841.0,C,127.5,2,SEDAN,2.321,0,0.0,63,Cluster 2
41502,M,641.0,A,90.9,2,SEDAN,2.057,0,0.0,49,Cluster 2
32910,M,372.0,E,27.0,2,HBACK,1.54,0,0.0,34,Cluster 2
40195,M,631.0,B,,3,UTE,1.518,0,0.0,51,Cluster 2
516,M,603.0,C,121.5,3,STNWG,2.981,0,0.0,44,Cluster 2
3705,F,399.0,A,57.1,4,SEDAN,0.473,0,0.0,72,Cluster 2
53372,F,760.0,C,124.5,1,HDTOP,3.256,1,5561.027453,46,Cluster 0
19730,F,542.0,C,148.5,3,HBACK,1.067,0,0.0,49,Cluster 2
53362,M,692.0,D,132.8,3,SEDAN,1.21,0,0.0,40,Cluster 2
44983,F,432.0,C,123.0,3,SEDAN,1.551,0,0.0,55,Cluster 2
48509,F,675.0,A,78.0,3,SEDAN,1.177,0,0.0,24,Cluster 2
17554,F,613.0,C,127.5,4,SEDAN,0.605,0,0.0,25,Cluster 2
3859,M,835.0,B,96.9,4,SEDAN,0.484,0,0.0,63,Cluster 2
55537,F,645.0,A,89.9,4,SEDAN,0.671,0,0.0,51,Cluster 2
23346,F,513.0,C,124.5,4,SEDAN,0.913,0,0.0,74,Cluster 2
47736,F,304.0,C,,3,SEDAN,1.078,0,0.0,40,Cluster 2
4116,F,571.0,C,130.5,2,HBACK,1.155,0,0.0,24,Cluster 2
20252,M,812.0,A,57.6,3,HBACK,0.902,0,0.0,67,Cluster 2
15969,F,849.0,B,117.0,2,HBACK,1.386,0,0.0,65,Cluster 2
39615,M,639.0,C,145.5,1,UTE,4.312,0,0.0,31,Cluster 2
39481,M,682.0,B,,3,HBACK,2.288,0,0.0,54,Cluster 2
26103,M,713.0,C,,2,STNWG,4.07,0,0.0,64,Cluster 2
23562,F,546.0,C,144.0,4,HBACK,0.484,0,0.0,52,Cluster 2
4550,M,809.0,B,141.8,4,SEDAN,0.473,0,0.0,84,Cluster 2
31710,F,433.0,A,63.1,3,SEDAN,1.364,0,0.0,40,Cluster 2
49820,M,461.0,C,141.0,4,SEDAN,0.748,1,384.3117339,38,Cluster 0
35005,F,825.0,C,81.0,4,HBACK,0.726,0,0.0,74,Cluster 2
25638,M,830.0,A,68.4,4,HBACK,0.726,0,0.0,71,Cluster 2
55455,F,834.0,D,112.3,3,HBACK,2.695,0,0.0,46,Cluster 2
54632,M,741.0,F,124.0,1,STNWG,6.1083,0,0.0,30,Cluster 2
35022,F,760.0,E,70.5,3,STNWG,4.4,0,0.0,37,Cluster 2
21132,M,779.0,C,147.0,1,SEDAN,2.574,0,0.0,46,Cluster 2
18629,F,850.0,A,43.4,1,HBACK,1.4839,0,0.0,55,Cluster 2
31943,M,669.0,B,96.3,1,HBACK,1.628,0,0.0,29,Cluster 2
47806,M,705.0,F,140.0,4,STNWG,1.716,0,0.0,69,Cluster 2
43550,F,697.0,B,120.1,1,TRUCK,3.872,0,0.0,43,Cluster 2
25680,M,726.0,B,135.9,2,STNWG,2.871,0,0.0,54,Cluster 2
13572,M,633.0,A,57.7,1,STNWG,4.807,1,2566.076729,55,Cluster 0
1516,M,770.0,C,139.5,4,UTE,0.88,0,0.0,70,Cluster 2
32044,F,319.0,B,80.1,1,STNWG,5.324,0,0.0,47,Cluster 2
47233,F,783.0,C,139.5,1,STNWG,2.948,0,0.0,74,Cluster 2
16009,M,611.0,A,66.0,3,HBACK,1.243,0,0.0,34,Cluster 2
18769,M,,D,105.1,3,STNWG,2.607,2,2260.543817,32,Cluster 0
46149,M,400.0,B,112.5,4,TRUCK,0.781,0,0.0,39,Cluster 2
4670,M,503.0,B,116.9,2,SEDAN,2.354,0,0.0,67,Cluster 2
1289,M,445.0,B,97.8,4,HBACK,0.77,0,0.0,45,Cluster 2
31101,F,614.0,A,79.6,1,HBACK,1.7149,0,0.0,29,Cluster 2
31985,M,675.0,C,108.0,4,TRUCK,0.88,0,0.0,41,Cluster 2
54241,F,811.0,A,121.1,2,HBACK,1.804,0,0.0,57,Cluster 2
19980,M,777.0,A,101.2,3,UTE,1.551,0,0.0,69,Cluster 2
13120,F,678.0,A,97.9,1,HBACK,1.7149,0,0.0,56,Cluster 2
53887,F,771.0,C,148.5,3,UTE,2.596,0,0.0,54,Cluster 2
1976,M,524.0,D,133.7,1,HBACK,2.145,1,18832.42402,67,Cluster 1
12169,M,629.0,D,66.9,4,PANVN,1.067,1,1141.340898,24,Cluster 0
47971,F,830.0,D,81.5,3,STNWG,2.849,0,0.0,37,Cluster 2
26750,F,832.0,C,150.0,1,HBACK,1.507,0,0.0,42,Cluster 2
32372,M,764.0,C,139.5,4,HBACK,0.583,0,0.0,81,Cluster 2
6235,F,,C,121.5,3,HBACK,0.869,0,0.0,46,Cluster 2
24725,F,768.0,B,91.9,2,SEDAN,3.014,0,0.0,46,Cluster 2
37990,M,825.0,D,78.7,2,STNWG,2.42,0,0.0,84,Cluster 2
30927,F,762.0,A,82.4,2,SEDAN,1.914,0,0.0,68,Cluster 2
17791,F,680.0,A,78.9,4,HBACK,0.924,0,0.0,43,Cluster 2
27585,F,688.0,B,151.7,2,STNWG,1.628,0,0.0,51,Cluster 2
20376,M,777.0,F,54.0,3,TRUCK,3.168,0,0.0,37,Cluster 2
31613,F,418.0,D,92.7,3,STNWG,3.465,1,11792.45285,31,Cluster 0
4456,F,,A,87.3,2,HBACK,1.441,1,2929.680103,25,Cluster 0
31151,F,782.0,A,119.3,4,HBACK,0.594,0,0.0,30,Cluster 2
24924,M,817.0,D,84.7,2,HBACK,1.1,3,906.6510051,43,Cluster 0
657,F,652.0,B,135.2,3,SEDAN,0.968,0,0.0,49,Cluster 2
42022,M,816.0,B,120.5,3,SEDAN,1.452,0,0.0,47,Cluster 2
39437,M,669.0,A,61.8,2,SEDAN,2.695,0,0.0,51,Cluster 2
11505,M,820.0,C,147.0,2,STNWG,4.367,0,0.0,65,Cluster 2
12627,F,731.0,B,,3,SEDAN,0.99,0,0.0,60,Cluster 2
57646,M,333.0,A,63.8,3,HBACK,0.781,0,0.0,31,Cluster 2
20413,F,347.0,C,112.5,4,HBACK,0.759,1,1432.165867,25,Cluster 0
5388,M,654.0,D,139.7,3,STNWG,2.717,1,2398.119513,29,Cluster 0
18068,F,728.0,A,,4,STNWG,0.506,0,0.0,55,Cluster 2
52555,F,622.0,D,136.2,3,SEDAN,1.782,0,0.0,63,Cluster 2
3257,F,,D,110.7,3,SEDAN,0.847,1,3495.271067,39,Cluster 0
28723,M,335.0,B,107.7,4,STNWG,1.342,0,0.0,39,Cluster 2
19869,M,725.0,C,145.5,2,STNWG,4.411,0,0.0,62,Cluster 2
35968,M,806.0,F,134.0,3,STNWG,3.322,0,0.0,90,Cluster 2
40664,M,783.0,C,123.0,1,HBACK,2.453,0,0.0,39,Cluster 2
19626,F,648.0,C,148.5,2,SEDAN,2.145,0,0.0,32,Cluster 2
31577,F,811.0,B,116.7,1,HBACK,1.441,0,0.0,42,Cluster 2
47935,F,656.0,A,40.0,1,COUPE,10.626,0,0.0,56,Cluster 2
6186,F,797.0,C,106.5,3,HBACK,1.122,0,0.0,61,Cluster 2
4779,M,676.0,A,101.2,2,SEDAN,1.738,0,0.0,42,Cluster 2
24353,M,574.0,A,114.7,1,HBACK,2.233,1,1856.630135,26,Cluster 0
48765,F,786.0,F,144.0,4,UTE,1.628,1,100.5746635,58,Cluster 0
8920,F,746.0,A,83.3,4,SEDAN,0.451,0,0.0,49,Cluster 2
10318,M,782.0,D,51.6,4,HDTOP,1.573,0,0.0,68,Cluster 2
29196,M,731.0,E,54.0,4,SEDAN,0.946,0,0.0,49,Cluster 2
38,F,431.0,B,137.3,3,HBACK,0.99,0,0.0,31,Cluster 2
23919,F,316.0,A,96.2,3,SEDAN,1.43,0,0.0,81,Cluster 2
36111,F,779.0,D,114.9,4,UTE,0.847,0,0.0,58,Cluster 2
48755,M,492.0,E,,1,HBACK,2.8578,1,7151.953225,32,Cluster 0
14948,F,659.0,C,100.5,3,SEDAN,1.232,0,0.0,57,Cluster 2
53653,M,849.0,C,87.0,4,SEDAN,1.914,0,0.0,63,Cluster 2
10955,F,544.0,A,91.6,2,HBACK,1.496,0,0.0,52,Cluster 2
34338,M,814.0,C,147.0,3,SEDAN,1.848,0,0.0,84,Cluster 2
51569,F,480.0,D,174.1,3,HBACK,0.88,1,1413.849689,47,Cluster 0
14148,F,769.0,A,,3,HBACK,0.825,0,0.0,41,Cluster 2
25665,M,846.0,C,124.5,2,SEDAN,2.343,0,0.0,78,Cluster 2
47006,F,803.0,D,99.2,4,STNWG,2.409,0,0.0,42,Cluster 2
21166,F,343.0,C,145.5,2,HBACK,1.309,0,0.0,22,Cluster 2
57754,F,805.0,D,102.1,4,TRUCK,0.638,0,0.0,50,Cluster 2
45143,F,786.0,D,100.6,1,SEDAN,2.057,0,0.0,58,Cluster 2
41209,M,518.0,C,138.0,3,SEDAN,1.166,2,1351.519992,35,Cluster 0
50745,M,560.0,B,108.4,3,STNWG,3.047,0,0.0,43,Cluster 2
7460,F,612.0,C,129.0,2,HBACK,2.189,0,0.0,40,Cluster 2
38421,F,361.0,C,132.0,2,SEDAN,1.749,0,0.0,47,Cluster 2
6567,F,758.0,E,63.0,4,STNWG,1.309,0,0.0,47,Cluster 2
7895,F,603.0,C,147.0,3,PANVN,1.408,0,0.0,52,Cluster 2
27905,F,707.0,D,55.3,4,STNWG,1.265,0,0.0,60,Cluster 2
21726,M,673.0,D,96.9,4,STNWG,1.32,1,293.798347,43,Cluster 0
59186,F,726.0,D,92.2,3,STNWG,1.375,0,0.0,30,Cluster 2
75,M,507.0,E,24.0,4,UTE,1.309,0,0.0,51,Cluster 2
30135,F,687.0,A,77.8,3,SEDAN,1.595,0,0.0,46,Cluster 2
316,M,560.0,D,116.7,3,UTE,2.398,3,6123.682537,54,Cluster 0
48691,F,791.0,E,33.0,3,SEDAN,1.617,0,0.0,50,Cluster 2
55149,F,616.0,F,118.0,3,SEDAN,1.089,0,0.0,46,Cluster 2
30281,F,603.0,A,80.1,2,SEDAN,1.991,0,0.0,60,Cluster 2
17041,M,508.0,C,145.5,4,SEDAN,0.682,0,0.0,59,Cluster 2
43346,M,699.0,C,108.0,4,SEDAN,0.803,0,0.0,35,Cluster 2
38788,F,676.0,D,43.1,1,HBACK,2.51108,0,0.0,43,Cluster 2
1841,F,640.0,C,138.0,1,HBACK,1.496,0,0.0,46,Cluster 2
57194,F,703.0,A,69.4,4,SEDAN,0.77,0,0.0,60,Cluster 2
2386,M,559.0,A,82.1,1,SEDAN,3.014,0,0.0,65,Cluster 2
31165,F,701.0,C,138.0,3,UTE,1.628,0,0.0,53,Cluster 2
21870,F,723.0,E,24.0,4,HBACK,1.1,0,0.0,32,Cluster 2
43904,F,769.0,A,52.1,1,CONVT,8.954,0,0.0,54,Cluster 2
52494,F,751.0,A,88.6,3,STNWG,4.4,0,0.0,51,Cluster 2
35644,F,336.0,B,114.0,4,SEDAN,0.935,0,0.0,46,Cluster 2
12372,F,802.0,C,135.0,1,SEDAN,2.508,0,0.0,66,Cluster 2
36262,F,574.0,A,89.0,3,HBACK,1.023,0,0.0,31,Cluster 2
